Alt._Report_Line_7_____GAAR7,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Alt._Report_Line_8_____GAAR8,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Alt._Report_Line_9_____GAAR9,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Corporate_Acct?_____GACORP,0,1,"  (258)"," ,  ,  ,  ,  ",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_10_____GARP10,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_4_____GARP4,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_5_____GARP5,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_6_____GARP6,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_7_____GARP7,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_8_____GARP8,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
Report_Line_9_____GARP9,0,1,0.0 (258),"0.0, 0.0, 0.0, 0.0, 0.0",Category/Code,nvarchar,(MAX),258,0,0.00%,7
GL_Description_____GACDES,0,248,"A (224), I (34)","COGS - OUTSIDE PROCESSING COST     , OPERATIONAL BURDEN COST            , PREPAID FEDERAL INCOME TAXES       , MISCELLANEOUS WAREHOUSE EXPENSE    , ACCRUED PAYROLL TAXES              ",Text,nvarchar,(MAX),258,0,0.00%,8
Alt._Report_Line_3_____GAAR3,0,59,"0.0 (120), 1125.0 (39), 535.0 (36), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 230.0, 0.0, 1300.0",Text,nvarchar,(MAX),258,0,0.00%,8
Report_Line_3_____GARP3,0,59,"0.0 (119), 1125.0 (39), 535.0 (37), 765.0 (23), 205.0 (20), 95.0 (12), 1195.0 (4), 1155.0 (3), 1175.0 (1)","0.0, 0.0, 10.0, 0.0, 75.0",Text,nvarchar,(MAX),258,0,0.00%,8
Last_Maintained_Day_____GALMDD,0,29,"6.0 (80), 10.0 (52), 9.0 (36), 12.0 (26), 2.0 (12), 4.0 (12), 11.0 (11), 1.0 (11), 5.0 (8), 8.0 (5)","19.0, 14.0, 26.0, 19.0, 11.0",Text,nvarchar,(MAX),258,0,0.00%,8
