COM_Receiving_Tracking_Y/N_____CMRCTK,0,2,"Y (1275), N (3)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
COM_Shipment_Tracking_Y/N_____CMSMTK,0,2,"Y (1275), N (3)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
COM_Storage_Tracking_Y/N_____CMSTTK,0,2,"Y (1275), N (3)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
Consolidate_by_Cust_PO_Yes_or_No_____CCNCPO,0,2,"  (1275), N (3)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
CROSS_BORDER_SALES_DISTRICT_____CCBSD,0,2,"  (1275), N (3)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Dflt_email_____CFLG10,0,2,"N (815),   (463)"," , N, N, N,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Export_Screening_____CFLAG2,0,2,"  (1013), N (265)"," ,  ,  ,  , N",Category/Code,varchar,(1),1278,0,0.00%,7
Fed_Tax_Taxable_____CFEDTX,0,2,"N (1166), Y (112)","N, N, N, Y, N",Category/Code,varchar,(1),1278,0,0.00%,7
Letter_Of_Credit_____CCRLTR,0,2,"N (1277), Y (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Material_Safety_Data_Sheets_Issued_____CMSAFT,0,2,"N (879), Y (399)","N, N, N, Y, N",Category/Code,varchar,(1),1278,0,0.00%,7
Metric_Y_OR_N_____CMETRC,0,2,"N (1277), Y (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
OVRIDE_TAXABLE_FIELD_____CTXOVR,0,2,"Y (1255), N (23)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
Price_Extension_Flag_____CPEXT,0,2,"I (1275), N (3)","I, I, I, I, I",Category/Code,varchar,(1),1278,0,0.00%,7
Price_UOM_Y_OR_N_____CPRUOM,0,2,"N (1271), Y (7)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Net_on_OE615_____CN615,0,2,"  (1262), N (16)"," ,  ,  ,  , N",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Net_on_OE630_____CN630,0,2,"  (1262), N (16)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Net_on_QE610_____CNQ610,0,2,"  (1262), N (16)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Print_Net_on_QE612_____CNQ612,0,2,"  (1262), N (16)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
PRINT_ORDER_ACKNOWLEDGEMENTS_____CPROAK,0,2,"Y (1275), N (3)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
PRINT_SHIP_TAG_AT_O/E_ENTRY_____CPSTOE,0,2,"N (1277), Y (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Prv_Cust_#_X-ref_____CXREF,0,2,"                (1261), NOASIAN         (17)","               ,                ,                ,                ,                ",Category/Code,varchar,(15),1278,0,0.00%,7
Related_Parties_Y_or_N_____CRLATE,0,2,"N (1277), Y (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Salesman_One_Commissioned_Y_or_N_____CCOMM1,0,2,"N (1275), Y (3)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
SCHEDULING_PRIORITY_FLAG_____CSCHPR,0,2,"0 (1277), 1 (1)","0, 0, 0, 0, 0",Category/Code,varchar,(1),1278,0,0.00%,7
Show_Cons._Inv_as_1_A/R_Item_Yes_or_No_____CCNI1I,0,2,"  (1275), N (3)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Slsmn_Notify_dft_____CSLNF,0,2,"N (1276), Y (2)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Statement_To_Print_Y_OR_N_____CSTMNT,0,2,"Y (1274), N (4)","Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
Supplier_Number_____CSUPPL,0,2,"                (1277), 100             (1)","               ,                ,                ,                ,                ",Category/Code,varchar,(15),1278,0,0.00%,7
Target_Account_Y_OR_N_____CTARGT,0,2,"N (1277), Y (1)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Taxable_Y_OR_N_____CTXABL,0,2,"N (1114), Y (164)","N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
A=ACTUAL_T=THEORETICAL_____CSTAF,0,1,A (1278),"A, A, A, A, A",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Charge_Frt_____CACF,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Chg_Packing_____CACP,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Chg_Surcharge_____CACS,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Email_Cert_____CBYPAS,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Auto_Invoicing_____CAUTOI,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
BOL_Dft_Print_Sft_____CFLG17,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
BOL_Dft_Print_Tests_____CFLG16,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Bus._Potential_Class_____CBPCC,0,1,"    (1278)","   ,    ,    ,    ,    ",Category/Code,varchar,(3),1278,0,0.00%,7
Combinable_Pricing_____CCBNCD,0,1,Y (1278),"Y, Y, Y, Y, Y",Category/Code,varchar,(1),1278,0,0.00%,7
Consignment_____CFLAG8,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Consolidate_Invoices_Y_or_N_____CCNSYN,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Consult_on_Price_Flag_____CCONSU,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
County_Name_____CCONM,0,1,"                          (1278)","                         ,                          ,                          ,                          ,                          ",Category/Code,varchar,(25),1278,0,0.00%,7
CUST_OWNED_SCRAP_CREDIT_____CSCRAP,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
CUST_PART#_MASK_____CCPMSK,0,1,"   (1278)","  ,   ,   ,   ,   ",Category/Code,varchar,(2),1278,0,0.00%,7
Customer_Pricing_Class_____CPRCLS,0,1,01 (1278),"01, 01, 01, 01, 01",Category/Code,varchar,(2),1278,0,0.00%,7
Customer_type_____CFLAG7,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
D_And_B_Rating_____CDBRAT,0,1,"      (1278)","     ,      ,      ,      ,      ",Category/Code,varchar,(5),1278,0,0.00%,7
Duty_Exempt_____CDUTYE,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
EDI_bill_to_comp_____CEDICD,0,1,"                  (1278)","                 ,                  ,                  ,                  ,                  ",Category/Code,varchar,(17),1278,0,0.00%,7
EDI_Y_or_N_____CEDIYN,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
European_Aging_Flag_____CDEUR,0,1,D (1278),"D, D, D, D, D",Category/Code,varchar,(1),1278,0,0.00%,7
Express_Dim._In_____CDEXP,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Finance_Charge?_____CFINYN,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Force_Ship_To_____CMPSC,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Formal_Quote_Print__User_Exit_Pgm_____CFQTPE,0,1,"           (1278)","          ,           ,           ,           ,           ",Category/Code,varchar,(10),1278,0,0.00%,7
Ignore_GP%-Inv_Upd_____CGPIUPD,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Ignore_GP%-Invoice_____CGPINVO,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
like_syscnsdp/sdpits_____CFLG18,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
N_OR_B_____CSPCC,0,1,N (1278),"N, N, N, N, N",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG19,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG20,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG21,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG22,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG23,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
Not_used_____CFLG24,0,1,"  (1278)"," ,  ,  ,  ,  ",Category/Code,varchar,(1),1278,0,0.00%,7
