COLUMN,UseforDiagram,TYPE,DISTINCT VALUES,VALUES INFO,SAMPLE DATA,TOTAL ROWS,ISUNIQUE,DB DATA TYPE,DB TYPE DETAILS,NULL COUNT,SORTORDER,TableName,NULL PCT
Y_=_YES__N_=_NO_____MDSKID,1,FK,1," ,  ,  ,  ,  ",0 (1),455,0,nvarchar,(MAX),211193,2,z_Material_Processing_Order_Detail_____MPDETAIL,99.78%
3_POSITION_CLASS_____MDCLAS,1,Category,10,"ATH, ABH, ABH, ATH, ABH","ABH (232), ATH (195), ATC (14), AQM (5), CBH (2), KBH (2), SBH (2), ABM (1), ABO (1), KTH (1)",455,0,nvarchar,(MAX),289076,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
CALCULATING_WIDTH_____MDWDTH,1,Category,6,"0.0, 0.0, 0.0, 0.0, 0.0","0.0 (450), 10.25 (1), 12.25 (1), 13.25 (1), 14.125 (1), 9.25 (1)",455,0,nvarchar,(MAX),289137,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Display_Width_____MDDSPW,1,Category,5,"         ,          ,          ,          ,          ","    9.250 (1),    10.250 (1),    12.250 (1),    13.250 (1),    14.125 (1)",455,0,nvarchar,(MAX),279643,3,z_Material_Processing_Order_Detail_____MPDETAIL,98.90%
Last_Maintained_User_____MDLMUS,1,Category,8,"CWOODWARD , AUTO CLOSE, LCARNER   , LCARNER   , AUTO CLOSE","AUTO CLOSE (209), LCARNER    (166), CWOODWARD  (65), DWYRICK    (4), SWARBRIT   (3), APARKER    (2), MVELASQU   (2), YRIOS      (1)",455,0,nvarchar,(MAX),279643,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.66%
REMOTE_INVENTORY_VENDOR_____MDRVND,1,Category,12,"121.0, 121.0, 465.0, 168.0, 121.0","121.0 (198), 119.0 (163), 139.0 (25), 120.0 (20), 307.0 (20), 168.0 (11), 265.0 (9), 465.0 (5), 0.0 (1), 158.0 (1)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Shape_____MDSHAP,1,Category,3,"T, T, T, T, B","B (240), T (210), P (5)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_FEET_____MDTFTS,1,Category,19,"0.0, 0.0, 0.0, 0.0, 1.0","0.0 (432), 0.5 (6), 0.83199999999999996 (1), 1.0 (1), 13.25 (1), 2.0 (1), 2.1659999999999999 (1), 25.414999999999999 (1), 4.0830000000000002 (1), 4.2510000000000003 (1)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_PIECES_____MDTPCS,1,Category,12,"0.0, 0.0, 0.0, 0.0, 0.0","0.0 (435), 1.0 (9), 2.0 (2), 3.0 (1), 355.0 (1), 4.0 (1), 455.0 (1), 5.0 (1), 6.0 (1), 614.0 (1)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_SQUARE_FEET_____MDTSFT,1,Category,7,"0.0, 0.001, 0.0, 0.0, 0.0","0.0 (321), 0.001 (129), 487.50799999999998 (1), 523.85299999999995 (1), 544.26199999999994 (1), 592.99599999999998 (1), 639.85000000000002 (1)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Vendor_#_____MDVNDR,1,Category,11,"119.0, 121.0, 121.0, 121.0, 121.0","121.0 (198), 119.0 (163), 139.0 (25), 120.0 (21), 307.0 (20), 168.0 (11), 265.0 (9), 465.0 (5), 158.0 (1), 218.0 (1)",455,0,nvarchar,(MAX),0,3,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
CALCULATING_LENGTH_____MDLENG,1,Text,222,"237.0, 241.4016, 6.0, 2.0, 250.0",Distinct: 222,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
COSTING_METHOD_UNIT_COST_____MDUCST,1,Text,315,"127.5698, 40.190300000000001, 302.27929999999998, 105.0979, 548.97270000000003",Distinct: 315,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
COSTING_METHOD_UNIT_COST_EXT_____MDCSTX,1,Text,380,"6520.6099999999997, 0.0, 0.0, 57724.839999999997, 25258.34",Distinct: 380,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Display_Length_____MDDSPL,1,Text,222,"  252.670,   204.000,   230.000,     3.000,   245.800",Distinct: 222,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
FILLED_ON_ORDER_QUANTITY_____MDFQTY,1,Text,308,"94.667000000000002, 0.16700000000000001, 166.584, 0.5, 128.167",Distinct: 308,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
INVENTORY_RESERVE_QUANTITY_____MDINVR,1,Text,86,"0.0, 219131.527, 0.0, 0.0, 0.0",Distinct: 86,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ON_ORDER_QUANTITY_____MDOQTY,1,Text,274,"28.5, 1.0, 8.6669999999999998, 219.99700000000001, 58.832999999999998",Distinct: 274,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORDER_QUANTITY_____MDIQTY,1,Text,130,"0.0, 0.0, 0.0, 1.083, 0.001",Distinct: 130,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORG_EST_WEIGHT_____MDUEWT,1,Text,392,"13392.919, 8877.8819999999996, 3417.6509999999998, 37198.991999999998, 7113.9870000000001",Distinct: 392,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
ORIGINAL_ORDER_QUANTITY_____MDORQT,1,Text,274,"193.667, 196.25, 195.75200000000001, 210.0, 1008.35",Distinct: 274,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Theo._Meters_____MDTMTR,1,Text,65,"-3.048, 0.0, 0.0, 0.0, 0.0",Distinct: 65,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Theo_Kilos_____MDTKG,1,Text,110,"-58.335999999999999, 0.0, 0.0, 0.0, -434.81200000000001",Distinct: 110,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_POUNDS_____MDTLBS,1,Text,65,"0.0, 0.0, 0.0, 0.024, 0.0",Distinct: 65,455,0,nvarchar,(MAX),36,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
Weight_Factor_____MDWGTF,1,Text,113,"19.56638392, 10.01264849, 22.250329969999999, 19.56638392, 12.515810610000001",Distinct: 113,455,0,nvarchar,(MAX),0,4,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TOTAL_PROCESS_COST_____MDPRCC,1,Date (Suffix),304,"7167.3000000000002, 433.0, 17475.470000000001, 1168.0, 455.0",Distinct: 304,455,0,nvarchar,(MAX),26,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
REQUESTED_SHIP_CENTURY_____MDRQCC,1,Date (Suffix),1,"20.0, 20.0, 20.0, 20.0, 20.0",20.0 (455),455,0,nvarchar,(MAX),203471,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
REQUESTED_SHIP_DAY_____MDRQDD,1,Date (Suffix),31,"21.0, 7.0, 8.0, 20.0, 17.0",Distinct: 31,455,0,nvarchar,(MAX),26,11,z_Material_Processing_Order_Detail_____MPDETAIL,0.00%
TAG_NUMBER_ALPHA_____ITTAG,1,PK,"289,074"," 103221,  177181,  312922,  104099,  124749",Distinct: 289074,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Master_Description_____ITTDES,1,Text,"5,860","1.875 BAR HF 4140 110 KSI QT..     , 5.563 3.063 1.250  HF 4130 LN80 QT , 4.500 BAR HF 4130 75 KSI NQT       , 5.250 3.750 .750 HF 4140 LN80 QT   , 19.000 BAR HF 4140 ANN++           ",Distinct: 5860,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Transaction_#_____ITTRN#,1,FK,"105,878","508420.0, 19057.0, 515442.0, 13908.0, 21366.0",Distinct: 105878,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
List#_____ITLIST,1,FK,"61,433","       , 0133720,        ,        ,        ",Distinct: 61433,"289,140",0,nvarchar,(MAX),120562,4,z_Tag_Master_File_____ITEMTAG,41.70%
Mill_Coil#_____ITV301,1,FK,"15,939","389911                        , 712030                        , B118228292                    , 2042783                       , 496722-D                      ",Distinct: 15939,"289,140",0,nvarchar,(MAX),68,4,z_Tag_Master_File_____ITEMTAG,0.02%
Heat_#_____ITHEAT,1,FK,"16,558","4000005870     , 4000008963     , X3161          , 92701/4B       , 985677%T       ",Distinct: 16558,"289,140",0,nvarchar,(MAX),22,4,z_Tag_Master_File_____ITEMTAG,0.01%
PO#_____ITPOOR,1,FK,"14,728","514363.0, 507974.0, 507724.0, 517038.0, 514862.0",Distinct: 14728,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
A/R_Cust#_____ITCUST,1,FK,475,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 475,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
A/R_Cust_TAG#_____ITCTAG,1,FK,"4,246","               ,                ,                ,                ,                ",Distinct: 4246,"289,140",0,nvarchar,(MAX),277594,4,z_Tag_Master_File_____ITEMTAG,96.01%
ITEM_NUMBER_____ITITEM,1,FK,"2,467","51200, 50172, 50433, 50525, 51099",Distinct: 2467,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
COMMENT_LINE1_____ITV302,1,Text,"20,842","                              ,                               ,                               ,                               ,                               ",Distinct: 20842,"289,140",0,nvarchar,(MAX),211193,4,z_Tag_Master_File_____ITEMTAG,73.04%
COMMENT_LINE2_____ITV303,1,Text,34,"                              ,                               ,                               ,                               ,                               ",Distinct: 34,"289,140",0,nvarchar,(MAX),289076,4,z_Tag_Master_File_____ITEMTAG,99.98%
COMMENT_LINE3_____ITV304,1,Category,3,"                              ,                               ,                               ,                               ,                               ","INDICATION.                    (1), JT# 16                         (1), Q&T 311-353 10""X3.5""           (1)","289,140",0,nvarchar,(MAX),289137,3,z_Tag_Master_File_____ITEMTAG,100.00%
Original_ITEM#_1_____ITOIC1,1,Text,920,"     ,      ,      ,      ,      ",Distinct: 920,"289,140",0,nvarchar,(MAX),279643,4,z_Tag_Master_File_____ITEMTAG,96.72%
Original_TAG#_1_____ITOIG1,1,Text,"7,548","       ,    1324,        ,        ,        ",Distinct: 7548,"289,140",0,nvarchar,(MAX),279643,4,z_Tag_Master_File_____ITEMTAG,96.72%
Size_1_____ITSIZ1,1,Text,216,"5.25, 11.0, 5.25, 6.5, 4.0",Distinct: 216,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Size_2_____ITSIZ2,1,Text,281,"0.0, 4.0, 4.5, 0.0, 0.0",Distinct: 281,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Size_3_____ITSIZ3,1,Text,278,"0.0, 0.0, 0.0, 0.0, 1.125",Distinct: 278,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
PO_Line_#_____ITPOLN,1,Category,4,"1.0, 0.0, 1.0, 1.0, 0.0","1.0 (150213), 0.0 (138863), 2.0 (35), 3.0 (29)","289,140",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Vendor#_____ITVNDR,1,FK,163,"130.0, 167.0, 0.0, 0.0, 130.0",Distinct: 163,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
HEAD_OR_1ST_MIC_READING_____ITMIC1,1,Text,214,"9.5, 1.0, 6.25, 8.0, 11.0",Distinct: 214,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Main_Line#_____ITMLIN,1,FK,49,"1.0, 1.0, 1.0, 1.0, 1.0",Distinct: 49,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Numeric_Length_____ITLNTH,1,Text,"2,131","3.0, 60.0, 144.0, 23.0, 217.0",Distinct: 2131,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Numeric_Width_____ITWDTH,1,Text,26,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 26,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
ORG_REC_INV_QTY_____ITORRQ,1,Text,"7,223","17.082999999999998, 0.58399999999999996, 3.6669999999999998, 0.5, 2.6669999999999998",Distinct: 7223,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
ORG_REC_PIECE_COUNT_____ITORRP,1,Text,195,"1.0, 1.0, 1.0, 1.0, 3.0",Distinct: 195,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Reserved_Quantity_____ITRQTY,1,Text,260,"0.0, 0.0, 0.0, 0.0, 0.0",Distinct: 260,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
SECONDARY_TAG__QTY_____ITSQTY,1,Text,"2,141","0.0, 0.0, 0.0, 0.0, 23.25",Distinct: 2141,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Cost_____ITTCST,1,Text,"41,259","55.677399999999999, 120.7392, 26.627800000000001, 152.65280000000001, 211.5222",Distinct: 41259,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Pieces_____ITTPCS,1,Text,82,"0.0, 0.0, 1.0, 0.0, 0.0",Distinct: 82,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Tag_Quantity_____ITTQTY,1,Text,"2,731","0.0, 0.0, 0.0, 0.5, 0.0",Distinct: 2731,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Time_Stamp_____ITTIMES,1,Text,"133,623","2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000, 2022-01-19 18:55:20.000",Distinct: 133623,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Vendor_Quantity_____ITVQTY,1,Text,"6,404","12.917, 15.583, 2.3330000000000002, 47.167000000000002, 4.8330000000000002",Distinct: 6404,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Warehouse_Loc_____ITLOCT,1,Text,"100,009","1910351, 1SB33  , 1955905, 1935709, 1904088",Distinct: 100009,"289,140",0,nvarchar,(MAX),36,4,z_Tag_Master_File_____ITEMTAG,0.01%
Weight_Factor_____ITWGTF,1,Text,"6,859","5.55371901, 1.5992424700000001, 0.34766141, 5.93805681, 17.80026398",Distinct: 6859,"289,140",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
MATERIAL_RECIEVED_____ITRTAF,1,Flag (2 Values),2,"T, T, T, T, T","T (288831), A (283)","289,140",Flag,nvarchar,(MAX),26,10,z_Tag_Master_File_____ITEMTAG,0.01%
MP_Processed_____ITFLG2,1,Flag (2 Values),2," ,  ,  ,  , N","N (78866), O (6803)","289,140",Flag,nvarchar,(MAX),203471,10,z_Tag_Master_File_____ITEMTAG,70.37%
PO_Type_____ITPOTY,1,Flag (2 Values),2,"M, M, M, M, M","M (281894), B (7220)","289,140",Flag,nvarchar,(MAX),26,10,z_Tag_Master_File_____ITEMTAG,0.01%
ITEM_NUMBER_____IOITEM,1,PK,"2,612",Distinct: 2612,"50511, 50666, 52538, 51412, 50848","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Hand_____IOQOH,1,Text,"1,068",Distinct: 1068,"0.0, 3.1659999999999999, 0.0, 0.0, 0.75","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Order_____IOQOO,1,Text,94,Distinct: 94,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Reserved_____IOQOR,1,Text,228,Distinct: 228,"0.0, 0.0, 0.0, 283.75, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Matl._Prcs_Reserve_____IOMPRS,1,Category,9,"0.0 (2604), 0.001 (1), 0.5 (1), 1.0 (1), 13.25 (1), 4.0830000000000002 (1), 49.0 (1), 63.835000000000001 (1), 81.332999999999998 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Qty_On_Order_Rsrvd_____IOQOOR,1,Category,3,"0.0 (2610), 21062.483 (1), 27341.208999999999 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
R/I_On_Hand_Qty_____IOROH,1,Category,5,"0.0 (2608), 0.5 (1), 15.975 (1), 166.251 (1), 9.0830000000000002 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
R/I_On_Order_Qty_____IOROO,1,Category,9,"0.0 (2603), 0.5 (2), 1.0 (1), 13.25 (1), 2.1659999999999999 (1), 4.0830000000000002 (1), 63.75 (1), 81.332999999999998 (1), 81.667000000000002 (1)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
Top_Item_Percentage_____IOTOPP,1,Category,3,"0.0 (2567), 1.0 (42), 2.0 (3)","0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,3,z_Tag_Master_File_____ITEMTAG,0.00%
"VALUES_=_LB_,_CWT,_EA_,_MPC_FT_,_CFT,_SFT,_CSF_____IOPUOM",1,Category,3,"LB  (2568), FT  (42), EA  (2)","LB , LB , LB , LB , LB ","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
3_POSITION_CLASS_____IOCLS3,1,Text,29,Distinct: 29,"ATH, ATH, ATH, ABH, ATH","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Average_Cost_____IOACST,1,Text,"1,725",Distinct: 1725,"0.0, 232.26310000000001, 598.92319999999995, 122.8203, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Average_Month_Sales_Qty_____IOAVMQ,1,Text,668,Distinct: 668,"0.0, 0.0, 0.0, 0.0, 10.833","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._12_mos._Usage_____IOAV12,1,Text,947,Distinct: 947,"0.79900000000000004, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._3_mos._Usage_____IOAVG3,1,Text,668,Distinct: 668,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._OnHand_Dollars_____IOAVOS,1,Text,"1,111",Distinct: 1111,"0.0, 0.0, 298.01999999999998, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Avg._OnHand_Qty_____IOAVOH,1,Text,"1,184",Distinct: 1184,"3.8330000000000002, 10.75, 0.0, 21.0, 9.75","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Base_Price_____IOBPRC,1,Text,195,Distinct: 195,"8.1699999999999999, 1.5, 2.6499999999999999, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Extended_Cost_____IOBOMC,1,Text,"1,094",Distinct: 1094,"151087.88, 0.0, 0.0, 195546.89000000001, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Inventory_____IOBOMI,1,Text,"1,081",Distinct: 1081,"0.0, 4.0, 617.33299999999997, 2.0, 473.33499999999998","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
BOM_Weight_____IOBOMW,1,Text,"1,548",Distinct: 1548,"0.0, 9371.5499999999993, 0.0, 0.0, 16172.333000000001","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Curr._YTD_Activity_Dol._____IOUSDL,1,Text,"1,001",Distinct: 1001,"0.0, 0.0, 17414.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Curr._YTD_Activity_Qty_____IOUSQT,1,Text,296,Distinct: 296,"0.0, 0.0, 0.0, 0.0, 11.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Current_Year_Accumulated_Inv._Balance_(Dollars)_____IOCYIB,1,Text,"1,104",Distinct: 1104,"0.0, 0.0, 1356.48, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Current_Year_Accumulated_Inv._Balance_(units)_____IOCYIU,1,Text,"1,196",Distinct: 1196,"16.748999999999999, 0.0, 1.7490000000000001, 949.74599999999998, 45.667000000000002","2,612",0,nvarchar,(MAX),0,4,z_Tag_Master_File_____ITEMTAG,0.00%
Customer_Order_Reserve_____IOCORS,1,Text,222,Distinct: 222,"8.4589999999999996, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
First_Acquisition_Cost_____IO1ACQ,1,Text,190,Distinct: 190,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Inventory_Turns_$_____IOITDL,1,Text,434,Distinct: 434,"2.8199999999999998, 0.38, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Inventory_Turns_Units_____IOITUN,1,Text,469,Distinct: 469,"0.66000000000000003, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Last_Receipt_Cost_____IOLRCS,1,Text,"1,485",Distinct: 1485,"0.0, 0.0, 208.05189999999999, 135.60249999999999, 187.18199999999999","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Months_Positive_Inv_____IOPMON,1,Text,100,Distinct: 100,"79.0, 28.0, 39.0, 13.0, 36.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Cost_Dollars_GP_____IOMCST,1,Text,477,Distinct: 477,"0.0, 0.0, 0.0, 476.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Sales_Dollars_GP_____IOMSLS,1,Text,479,Distinct: 479,"0.0, 0.0, 3249.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Units_Sold_____IOMUNT,1,Text,442,Distinct: 442,"0.0, 0.0, 0.0, 12.271000000000001, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
MTD_Weight_Sold_____IOMWGT,1,Text,512,Distinct: 512,"1216.8150000000001, 1045.3209999999999, 1459.5940000000001, 155.648, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Item_Has_Been_Set_Up_____IOITST,1,Text,489,Distinct: 489,"999.0, 999.0, 656.0, 788.0, 363.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Out_of_Stock_Current_Year_____IODOSC,1,Text,61,Distinct: 61,"0.0, 80.0, 80.0, 80.0, 80.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
Number_of_Days_Out_of_Stock_Last_Year_____IODOSL,1,Text,177,Distinct: 177,"0.0, 0.0, 0.0, 0.0, 0.0","2,612",0,nvarchar,(MAX),0,4,z_Item_on_Hand_File_____ITEMONHD,0.00%
ITEM_NUMBER_____IMITEM,1,PK,"2,613",Distinct: 2613,"51109, 52625, 50599, 52411, 50122","2,613",0,nvarchar,(MAX),0,2,z_Item_Master_File_____ITEMMAST,0.00%
